,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CarInsurance
792,37,blue-collar,single,tertiary,0,3649,1,0,cellular,15,apr,2,146,4,failure,14:23:38,14:34:01,0
793,27,services,single,secondary,0,302,0,0,cellular,3,jul,1,-1,0,,11:43:28,11:46:51,1
794,42,technician,married,secondary,0,440,1,0,cellular,3,feb,5,-1,0,,15:53:25,15:53:38,0
795,45,management,married,tertiary,0,160,0,0,cellular,10,nov,2,194,1,success,11:56:01,11:59:03,1
796,29,blue-collar,divorced,secondary,0,291,1,0,cellular,20,apr,2,-1,0,,09:47:35,09:54:20,0
797,48,blue-collar,married,,0,2201,1,0,,29,may,2,-1,0,,14:37:22,14:43:26,0
798,38,self-employed,single,tertiary,0,5774,1,0,cellular,15,may,4,359,5,other,16:56:10,17:02:56,1
799,58,retired,married,secondary,0,195,0,0,cellular,2,feb,1,-1,0,,14:18:24,14:19:05,0
800,40,management,married,tertiary,0,254,0,0,cellular,19,aug,2,-1,0,,09:27:04,09:30:18,0
801,53,entrepreneur,married,,0,28,0,0,cellular,31,jul,2,-1,0,,15:05:41,15:07:38,0
802,38,management,married,secondary,0,336,1,0,cellular,20,apr,3,-1,0,,13:44:49,13:49:08,0
803,46,housemaid,married,primary,0,17,0,0,,17,jun,1,-1,0,,10:33:05,10:34:17,0
804,45,blue-collar,married,secondary,0,266,1,0,cellular,12,may,1,-1,0,,13:05:44,13:10:21,0
805,33,management,married,secondary,0,-15,1,0,,13,may,3,-1,0,,13:14:41,13:18:48,0
806,46,management,married,tertiary,0,-267,0,0,,23,may,3,-1,0,,10:51:07,10:55:16,0
807,50,admin.,divorced,secondary,0,175,0,0,cellular,22,jul,3,-1,0,,13:32:38,13:34:30,0
808,61,admin.,married,,0,4629,1,0,cellular,29,jul,3,183,2,success,15:26:02,15:31:51,1
809,42,admin.,single,,0,297,1,0,,29,may,1,-1,0,,15:52:33,15:54:19,0
810,68,retired,married,tertiary,0,2812,0,0,cellular,4,aug,1,1,7,success,12:23:41,12:34:32,1
811,31,services,married,secondary,0,413,1,0,,13,may,1,-1,0,,12:28:32,12:29:37,0
812,32,services,single,secondary,0,2881,0,0,cellular,2,jul,1,-1,0,,14:40:20,14:46:16,1
813,49,management,married,tertiary,0,1912,1,0,cellular,20,aug,4,-1,0,,14:34:12,14:40:32,0
814,48,technician,divorced,secondary,0,94,1,0,cellular,12,may,2,-1,0,,11:16:16,11:17:43,0
815,19,student,single,primary,0,103,0,0,cellular,18,jan,2,95,4,failure,12:07:08,12:10:05,0
816,71,retired,married,tertiary,0,653,0,0,telephone,3,sep,1,189,1,success,13:40:00,13:47:51,1
817,29,technician,married,secondary,0,273,0,0,cellular,4,feb,2,-1,0,,12:29:02,13:15:17,1
818,52,management,divorced,tertiary,0,3,0,0,,1,jul,1,-1,0,,10:17:09,10:17:37,0
819,27,management,single,secondary,0,924,1,0,cellular,3,feb,1,-1,0,,17:34:57,17:36:21,0
820,31,technician,divorced,tertiary,0,0,0,0,cellular,27,aug,6,-1,0,,17:25:53,17:35:34,1
821,37,self-employed,divorced,secondary,0,1082,0,0,cellular,2,feb,3,5,5,other,16:27:08,16:29:15,0
822,32,blue-collar,single,primary,0,2829,1,0,cellular,5,may,1,-1,0,,10:43:44,10:44:10,0
823,40,unemployed,single,tertiary,0,7968,0,0,cellular,2,jun,1,-1,0,,17:11:48,17:21:44,1
824,52,services,married,secondary,0,659,0,0,cellular,28,jan,4,93,1,success,14:18:58,14:25:28,1
825,29,management,single,tertiary,0,502,0,0,cellular,8,jul,1,87,5,failure,11:08:52,11:25:00,1
826,57,management,married,tertiary,0,3250,0,0,cellular,20,aug,3,-1,0,,17:41:30,17:44:12,0
827,44,entrepreneur,married,primary,0,5038,0,0,cellular,7,jul,7,-1,0,,09:31:02,09:34:21,0
828,43,technician,married,secondary,0,1358,0,0,cellular,10,mar,3,-1,0,,15:09:33,15:12:12,1
829,36,management,single,tertiary,0,1400,1,0,cellular,11,may,3,-1,0,,15:05:25,15:15:33,1
830,48,technician,married,secondary,0,23495,0,0,cellular,22,aug,8,-1,0,,11:26:21,11:27:24,0
831,47,blue-collar,divorced,secondary,0,65,1,0,,9,may,1,-1,0,,12:23:54,12:27:19,0
832,25,technician,single,secondary,0,505,0,1,cellular,17,nov,2,-1,0,,17:49:23,17:55:49,1
833,49,management,married,secondary,0,1623,1,0,cellular,19,nov,2,-1,0,,14:04:46,14:22:47,1
834,34,technician,divorced,secondary,0,136,1,0,cellular,8,may,2,-1,0,,14:05:16,14:07:32,0
835,22,student,single,secondary,0,722,1,0,cellular,2,apr,1,-1,0,,12:52:01,12:53:49,0
836,39,self-employed,divorced,secondary,0,0,1,0,,23,may,2,-1,0,,16:22:17,16:25:47,0
837,40,self-employed,single,tertiary,0,1616,0,0,telephone,28,jul,7,-1,0,,09:03:54,09:20:43,1
838,24,technician,single,secondary,0,598,0,0,cellular,12,may,1,182,2,success,16:44:26,16:57:08,1
839,33,blue-collar,married,primary,0,35,0,0,cellular,15,may,3,-1,0,,10:25:45,10:26:32,0
840,29,management,single,tertiary,0,1170,0,0,cellular,20,apr,1,-1,0,,16:54:07,17:01:40,1
841,37,admin.,married,secondary,0,274,1,0,,27,may,3,-1,0,,09:42:19,09:54:30,1
842,31,unemployed,single,secondary,0,582,1,0,cellular,5,jun,2,-1,0,,14:53:34,15:02:42,1
843,57,management,married,tertiary,0,9103,0,1,,20,jun,2,-1,0,,15:49:58,16:08:16,1
844,35,management,single,tertiary,0,643,1,0,,23,may,1,-1,0,,14:15:27,14:20:49,0
845,59,management,married,tertiary,0,553,1,0,cellular,7,jul,3,-1,0,,15:31:40,15:52:52,1
846,44,blue-collar,married,secondary,0,0,0,0,cellular,30,jul,2,-1,0,,13:51:49,14:03:13,1
847,36,management,single,tertiary,0,1379,0,0,cellular,25,may,1,186,1,failure,09:07:35,09:10:44,1
848,57,admin.,married,secondary,0,1216,1,0,,8,may,6,-1,0,,12:29:36,12:33:51,0
849,43,admin.,divorced,secondary,0,3350,1,1,,29,may,1,-1,0,,11:09:31,11:17:39,0
850,54,services,single,secondary,0,0,0,0,cellular,23,sep,1,-1,0,,15:42:01,15:45:30,1
851,33,services,married,secondary,0,386,0,0,cellular,12,nov,1,92,4,failure,15:17:15,15:21:28,1
852,41,blue-collar,married,secondary,0,429,1,0,,13,may,1,-1,0,,10:35:01,10:39:05,0
853,44,entrepreneur,married,tertiary,0,3463,1,1,cellular,28,jan,2,153,3,failure,15:45:51,15:50:41,0
854,45,unemployed,married,secondary,0,-407,1,0,cellular,15,may,3,371,2,failure,13:07:01,13:12:21,0
855,32,blue-collar,married,secondary,0,101,1,0,,19,may,4,-1,0,,14:48:23,14:51:34,0
856,82,retired,married,,0,211,0,0,telephone,22,apr,3,-1,0,,17:08:07,17:11:22,0
857,47,admin.,married,secondary,0,73,0,0,cellular,8,aug,3,-1,0,,16:38:59,16:39:56,0
858,41,admin.,divorced,secondary,0,4,1,0,cellular,5,feb,1,211,1,failure,11:41:49,11:45:41,0
859,32,management,single,tertiary,0,6542,1,0,cellular,15,may,4,175,5,failure,17:38:58,18:05:36,1
860,36,blue-collar,married,secondary,0,74,1,0,cellular,8,may,2,-1,0,,16:32:50,16:35:38,0
861,51,blue-collar,married,secondary,0,502,0,0,,6,jun,2,-1,0,,15:23:53,15:25:26,0
862,55,management,divorced,tertiary,0,9756,1,0,cellular,5,jun,2,95,1,other,17:08:48,17:10:31,1
863,54,technician,married,secondary,0,473,0,1,cellular,13,aug,1,-1,0,,11:39:53,11:41:45,0
864,36,management,single,tertiary,0,1804,0,0,cellular,7,may,1,366,1,other,14:03:52,14:06:42,0
865,52,services,married,secondary,0,992,1,0,cellular,27,oct,1,515,1,failure,12:06:58,12:14:02,1
866,53,services,divorced,secondary,0,36,1,1,,2,jul,1,417,1,success,12:07:33,12:07:58,1
867,32,technician,single,tertiary,0,654,1,0,cellular,25,may,4,-1,0,,16:29:54,16:40:09,1
868,44,management,married,tertiary,0,1058,0,0,cellular,11,mar,3,-1,0,,09:54:07,09:57:15,1
869,43,technician,married,primary,0,4844,1,0,cellular,19,nov,1,-1,0,,13:43:30,13:50:44,0
870,41,services,married,secondary,0,146,1,1,,3,jun,1,-1,0,,14:08:55,14:12:14,0
871,57,blue-collar,married,secondary,0,1521,1,1,cellular,18,may,2,178,5,failure,12:33:20,12:35:02,0
872,27,blue-collar,single,secondary,0,3145,0,0,cellular,25,jun,1,179,2,success,13:59:50,14:06:04,1
873,51,management,married,tertiary,1,0,0,1,cellular,29,jul,6,-1,0,,09:08:43,09:12:07,0
874,26,management,single,tertiary,0,943,0,0,cellular,11,nov,1,195,1,success,12:44:48,12:47:34,1
875,51,technician,married,secondary,0,313,0,1,cellular,8,jul,1,-1,0,,17:04:26,17:10:44,0
876,38,unemployed,single,secondary,0,2470,1,0,cellular,4,feb,1,230,1,other,10:21:03,10:23:14,0
877,59,blue-collar,married,primary,0,320,1,0,,15,may,1,-1,0,,15:42:21,15:53:56,1
878,36,management,married,tertiary,0,495,0,0,cellular,11,sep,1,37,5,success,10:34:14,10:35:45,1
879,39,management,married,tertiary,0,141,1,0,cellular,13,may,2,331,6,other,14:21:49,14:34:57,0
880,48,management,married,tertiary,0,0,0,1,cellular,19,feb,4,182,1,success,10:55:35,10:58:59,1
881,55,management,married,tertiary,0,-375,0,0,cellular,30,jul,2,-1,0,,17:26:39,17:40:13,1
882,31,management,single,secondary,0,1088,1,0,cellular,8,apr,2,-1,0,,15:08:17,15:17:52,1
883,27,technician,single,secondary,0,299,1,0,cellular,5,feb,7,-1,0,,11:53:43,11:54:12,0
884,30,admin.,single,secondary,0,915,1,0,,27,apr,1,-1,0,,11:33:39,11:39:49,1
885,39,services,married,primary,0,1601,1,0,,23,may,2,-1,0,,12:08:27,12:11:48,0
886,35,management,married,tertiary,0,3889,1,0,cellular,19,nov,2,-1,0,,10:52:51,10:57:16,0
887,52,admin.,divorced,secondary,0,725,1,0,cellular,20,apr,3,325,1,other,17:55:50,17:56:47,0
888,44,management,divorced,tertiary,1,-26,0,0,cellular,22,aug,4,-1,0,,12:04:27,12:05:59,0
889,34,management,single,tertiary,0,395,1,0,cellular,16,apr,2,-1,0,,16:06:57,16:12:13,0
890,60,retired,married,,0,209,0,0,cellular,30,apr,1,-1,0,,12:26:50,12:34:42,0
891,37,management,married,tertiary,0,1113,0,0,cellular,2,mar,1,182,1,success,15:28:50,15:32:39,1
892,41,admin.,single,tertiary,0,982,0,0,cellular,23,jul,1,-1,0,,13:28:53,13:30:38,0
893,58,management,married,tertiary,0,1271,1,0,cellular,28,jan,1,-1,0,,14:04:40,14:07:06,0
894,54,blue-collar,divorced,primary,0,4401,0,0,telephone,13,may,1,183,2,success,13:52:57,13:59:51,1
895,51,blue-collar,married,secondary,0,-286,1,0,,9,may,1,-1,0,,12:45:40,12:46:50,0
896,42,blue-collar,married,primary,0,201,1,0,cellular,30,apr,1,85,2,failure,09:43:48,09:57:49,1
897,34,technician,divorced,secondary,0,3997,1,0,,20,may,1,-1,0,,10:06:59,10:12:19,0
898,41,management,married,secondary,0,456,1,0,cellular,11,aug,4,-1,0,,11:46:33,11:58:47,1
899,33,management,single,tertiary,0,224,0,0,cellular,8,mar,2,-1,0,,09:43:59,09:48:00,1
900,47,admin.,married,secondary,0,1808,0,1,cellular,17,jul,1,-1,0,,15:00:49,15:02:54,0
901,33,management,married,tertiary,0,1778,0,0,cellular,26,may,1,103,1,success,10:20:16,10:22:30,0
902,40,management,married,tertiary,0,9366,0,0,cellular,11,nov,3,-1,0,,11:20:35,11:21:44,1
903,31,admin.,married,secondary,0,88,1,1,cellular,8,aug,2,-1,0,,09:45:04,09:48:13,0
904,27,technician,single,secondary,0,158,0,0,,1,jul,2,-1,0,,13:09:51,13:20:41,1
905,48,blue-collar,married,secondary,0,1730,1,0,cellular,4,may,1,89,3,success,16:58:19,17:04:20,1
906,45,admin.,divorced,secondary,0,397,1,1,cellular,22,may,1,95,2,success,13:14:39,13:24:21,1
907,41,self-employed,single,,0,426,1,0,,19,jun,1,-1,0,,16:49:49,16:51:04,0
908,41,management,married,tertiary,0,251,0,1,,6,jun,3,-1,0,,11:58:24,11:59:49,0
909,30,management,single,tertiary,0,2907,1,0,cellular,30,dec,2,218,1,failure,10:06:26,10:08:52,0
910,34,management,married,tertiary,0,0,1,0,cellular,7,aug,1,99,2,success,15:57:37,16:01:59,1
911,47,blue-collar,married,primary,0,2466,1,0,,13,may,2,-1,0,,13:59:30,14:01:52,0
912,36,services,single,secondary,0,0,1,0,cellular,15,may,4,-1,0,,09:43:23,10:00:05,1
913,41,,single,,0,942,0,0,cellular,27,oct,1,188,1,success,16:39:43,16:42:06,1
914,28,technician,single,tertiary,0,0,1,0,cellular,25,may,1,40,2,failure,17:46:28,17:50:57,1
915,27,services,single,secondary,0,1347,0,0,telephone,28,dec,1,193,11,success,11:04:44,11:18:28,1
916,26,technician,single,secondary,0,603,0,1,cellular,17,jul,1,-1,0,,14:24:45,14:27:41,0
917,25,services,single,secondary,0,2311,0,1,cellular,21,jul,2,-1,0,,11:22:59,11:41:24,1
918,30,management,married,tertiary,0,1882,1,0,cellular,11,aug,5,-1,0,,13:17:26,13:21:35,0
919,52,blue-collar,married,primary,0,1524,0,0,cellular,3,jul,6,-1,0,,09:45:12,10:01:59,1
920,60,management,married,tertiary,0,0,0,0,cellular,7,aug,3,-1,0,,15:51:24,15:58:05,1
921,31,self-employed,married,tertiary,0,1134,0,0,cellular,6,feb,2,-1,0,,13:22:56,13:25:50,0
922,61,management,married,,0,264,0,0,telephone,29,jul,1,178,1,success,09:38:04,09:42:34,1
923,30,management,married,tertiary,0,86,1,1,cellular,19,nov,1,97,2,other,09:13:51,09:16:26,0
924,36,technician,married,secondary,0,632,1,0,cellular,19,aug,2,-1,0,,13:11:26,13:16:32,0
925,46,housemaid,single,secondary,0,198,1,0,cellular,14,may,1,350,1,other,15:15:14,15:16:47,0
926,29,blue-collar,married,secondary,0,339,1,0,cellular,15,may,3,354,2,failure,10:19:50,10:20:53,0
927,29,self-employed,single,tertiary,0,1579,0,0,cellular,13,oct,1,92,5,success,10:19:56,10:23:06,1
928,26,self-employed,single,secondary,0,3676,0,0,cellular,7,apr,1,-1,0,,12:07:31,12:09:59,1
929,47,services,married,secondary,0,367,1,0,cellular,10,jul,4,-1,0,,11:25:15,11:33:11,1
930,49,management,married,secondary,0,321,0,0,,9,jun,3,-1,0,,17:10:43,17:12:58,0
931,47,management,married,tertiary,0,866,0,0,,20,jun,7,-1,0,,09:05:47,09:05:54,0
932,48,admin.,single,secondary,0,1253,1,0,,18,jun,2,-1,0,,17:41:30,17:45:35,0
933,38,entrepreneur,married,tertiary,0,946,1,0,cellular,11,may,1,-1,0,,17:04:45,17:05:54,0
934,63,retired,single,tertiary,0,791,0,0,cellular,21,oct,2,-1,0,,12:15:22,12:18:54,1
935,51,blue-collar,married,primary,0,541,0,0,cellular,11,aug,3,-1,0,,09:17:30,09:28:33,1
936,20,student,single,,0,755,0,0,cellular,29,dec,1,-1,0,,12:30:20,12:35:04,1
937,45,blue-collar,married,primary,0,-485,1,0,cellular,7,aug,2,-1,0,,13:54:15,13:56:17,0
938,31,services,single,secondary,0,605,1,0,,28,may,1,-1,0,,10:35:05,10:38:47,0
939,35,housemaid,divorced,secondary,0,39,0,0,cellular,31,jul,2,-1,0,,15:34:16,15:36:45,0
940,42,blue-collar,married,secondary,0,-274,1,0,cellular,10,jul,1,-1,0,,14:51:19,14:52:34,0
941,61,management,married,tertiary,0,6016,0,0,cellular,2,feb,3,-1,0,,12:26:20,12:37:30,1
942,48,housemaid,married,secondary,0,1397,0,0,cellular,31,jul,2,-1,0,,12:57:10,12:58:16,0
943,34,entrepreneur,single,secondary,1,-200,0,1,cellular,25,jul,5,-1,0,,15:57:52,16:02:00,0
944,29,entrepreneur,married,tertiary,0,3037,1,0,,27,may,3,-1,0,,09:18:18,09:18:52,0
945,64,management,married,,0,2352,0,0,cellular,3,nov,4,183,7,success,11:55:05,11:58:06,1
946,34,management,single,tertiary,0,0,1,0,,23,may,1,-1,0,,09:07:30,09:13:16,0
947,38,technician,married,secondary,0,0,1,0,cellular,22,jul,1,-1,0,,12:30:51,12:56:36,1
948,33,blue-collar,married,secondary,0,43,1,0,cellular,14,may,2,358,2,failure,12:43:08,12:48:40,0
949,41,blue-collar,divorced,primary,0,138,1,0,cellular,18,jul,3,-1,0,,13:13:21,13:24:01,1
950,33,technician,married,secondary,0,806,0,0,cellular,17,apr,1,-1,0,,14:59:31,15:01:19,1
951,38,management,married,secondary,0,0,1,0,,27,may,2,-1,0,,15:05:56,15:09:49,0
952,58,self-employed,divorced,tertiary,0,1382,0,0,,9,jun,1,-1,0,,10:40:48,10:52:28,1
953,27,management,single,tertiary,0,3347,0,0,cellular,18,may,1,-1,0,,12:14:55,12:20:06,0
954,55,retired,married,primary,0,3876,0,0,cellular,21,nov,1,-1,0,,13:00:35,13:01:29,0
955,73,retired,single,secondary,0,1050,0,0,cellular,4,mar,3,181,2,failure,14:40:35,14:49:57,1
956,44,admin.,married,secondary,0,1206,0,0,cellular,19,nov,3,-1,0,,17:45:29,17:48:29,0
957,40,technician,married,secondary,0,1159,0,0,telephone,21,oct,1,-1,0,,15:41:56,15:42:15,0
958,76,retired,married,tertiary,0,2991,0,0,cellular,22,oct,1,183,1,success,12:15:43,12:21:27,1
959,57,management,married,tertiary,0,1357,1,1,cellular,18,nov,2,-1,0,,17:53:17,17:54:54,0
960,33,technician,single,secondary,0,920,1,0,cellular,21,nov,1,122,4,failure,16:23:33,16:24:31,0
961,47,blue-collar,married,primary,0,206,1,0,,6,may,1,-1,0,,13:43:21,13:45:53,0
962,29,student,single,tertiary,0,0,0,0,,26,may,3,-1,0,,11:31:26,11:32:18,0
963,49,management,married,tertiary,0,2881,0,0,cellular,2,mar,3,-1,0,,09:24:54,09:26:54,1
964,35,blue-collar,divorced,primary,0,37,0,1,cellular,29,jul,7,-1,0,,17:03:25,17:05:09,0
965,46,housemaid,married,primary,0,3512,0,0,cellular,30,oct,1,197,1,failure,14:54:20,14:57:15,1
966,35,blue-collar,single,secondary,0,885,1,0,cellular,15,jul,6,-1,0,,12:40:47,12:51:19,1
967,24,admin.,single,secondary,0,1725,1,0,cellular,7,may,1,-1,0,,14:45:02,14:46:01,0
968,33,blue-collar,married,secondary,0,1130,1,0,cellular,7,apr,1,-1,0,,09:37:13,09:54:56,0
969,45,blue-collar,married,,0,458,1,1,cellular,11,jul,2,-1,0,,09:59:05,10:01:30,0
970,51,retired,married,primary,0,2525,0,0,,11,jun,2,-1,0,,11:57:26,12:00:30,0
971,35,self-employed,single,tertiary,0,353,0,0,cellular,11,feb,1,183,1,success,10:49:47,10:55:39,1
972,34,blue-collar,married,,0,245,1,0,,6,may,1,-1,0,,17:11:17,17:11:30,0
973,34,technician,married,tertiary,0,5060,1,0,cellular,21,aug,21,-1,0,,13:13:30,13:13:42,0
974,62,retired,married,,0,800,0,0,cellular,17,feb,1,-1,0,,09:40:30,09:52:47,1
975,63,retired,married,secondary,0,474,0,0,cellular,25,jan,1,-1,0,,15:03:15,15:10:18,1
976,41,admin.,single,secondary,0,-109,1,1,cellular,11,may,1,370,1,failure,09:05:27,09:22:45,1
977,32,blue-collar,married,primary,0,50,1,0,cellular,13,may,1,370,2,failure,13:18:22,13:22:57,0
978,45,admin.,married,secondary,0,3493,1,0,cellular,8,jul,1,-1,0,,10:57:45,11:06:03,0
979,33,admin.,married,secondary,0,-370,1,0,cellular,7,may,1,345,1,failure,16:10:45,16:15:06,1
980,52,management,married,secondary,0,218,1,0,,2,jun,12,-1,0,,13:04:28,13:12:38,0
981,43,blue-collar,single,secondary,0,318,1,0,,5,jun,2,-1,0,,12:43:50,12:56:06,1
982,29,management,single,tertiary,0,368,1,0,,23,may,1,-1,0,,12:36:01,12:38:41,0
983,35,blue-collar,divorced,secondary,0,0,1,0,,20,may,1,-1,0,,10:21:50,10:41:55,1
984,68,retired,married,secondary,0,445,0,0,cellular,18,feb,1,-1,0,,14:56:20,15:04:15,1
985,27,admin.,single,secondary,0,1327,0,0,cellular,12,apr,1,241,9,other,12:39:36,12:45:15,0
986,47,technician,married,primary,0,235,0,0,cellular,2,mar,2,203,1,other,17:53:52,17:56:08,1
987,45,technician,married,secondary,0,999,1,0,,16,may,2,-1,0,,17:47:00,17:57:56,0
988,43,management,married,tertiary,0,1825,1,0,,20,may,2,-1,0,,10:21:32,10:33:54,0
989,40,management,married,tertiary,0,9221,0,0,cellular,4,aug,1,-1,0,,11:53:38,11:57:50,0
990,57,retired,married,secondary,0,1230,0,0,cellular,22,feb,1,-1,0,,13:21:44,13:25:04,0
991,31,blue-collar,married,secondary,0,268,1,0,cellular,20,nov,2,-1,0,,13:51:49,13:53:22,0
992,31,management,single,tertiary,0,-24,1,1,,3,jun,6,-1,0,,10:59:31,11:09:20,0
993,56,retired,married,primary,0,9367,0,0,cellular,4,may,2,-1,0,,15:33:30,15:43:47,1
994,30,services,married,secondary,0,-95,1,1,,26,may,3,-1,0,,15:20:58,15:26:04,0
995,48,blue-collar,married,secondary,0,1405,1,0,,14,may,2,-1,0,,10:50:14,11:00:43,1
996,59,retired,married,primary,0,0,0,0,,16,jun,1,-1,0,,09:01:54,09:02:33,0
997,69,retired,married,secondary,0,2473,0,0,cellular,8,jul,3,-1,0,,14:48:35,15:04:42,1
998,28,blue-collar,single,secondary,0,-46,1,0,cellular,1,jun,2,91,12,success,17:21:03,17:23:37,1
999,30,admin.,single,secondary,0,81,1,0,cellular,6,aug,6,112,3,other,12:54:28,12:56:29,0
1000,60,admin.,married,secondary,0,1880,1,0,,15,may,4,-1,0,,09:59:53,10:03:09,0
1001,26,technician,single,secondary,0,44,0,0,cellular,30,oct,1,-1,0,,15:14:07,15:17:44,1
1002,63,management,married,,0,2352,0,0,telephone,4,may,7,-1,0,,10:35:43,10:43:38,1
1003,26,admin.,single,secondary,0,74,0,1,cellular,16,jul,2,-1,0,,12:03:34,12:10:33,0
1004,38,technician,married,tertiary,0,216,0,0,cellular,19,aug,4,-1,0,,14:41:55,14:44:16,0
1005,32,admin.,divorced,secondary,0,410,1,0,cellular,14,apr,1,-1,0,,17:25:03,17:27:12,0
1006,29,unemployed,single,tertiary,0,70,0,0,cellular,25,may,1,-1,0,,12:30:12,12:36:45,1
1007,35,blue-collar,single,secondary,0,510,1,0,,16,may,6,-1,0,,16:12:31,16:13:52,0
1008,34,admin.,married,secondary,0,445,0,0,cellular,19,aug,2,-1,0,,15:20:16,15:24:32,0
1009,47,management,married,tertiary,0,288,0,0,cellular,1,oct,1,-1,0,,15:16:11,15:17:52,1
1010,64,retired,married,secondary,0,2031,0,0,cellular,13,nov,5,-1,0,,12:29:26,12:32:48,0
1011,41,technician,single,secondary,0,28,0,0,,16,may,1,-1,0,,15:17:41,15:18:32,0
1012,69,housemaid,married,primary,0,1080,0,0,cellular,18,aug,2,118,2,failure,14:30:42,14:33:59,0
1013,52,self-employed,married,secondary,0,273,0,0,,7,may,1,-1,0,,15:57:45,16:01:32,0
1014,31,management,single,tertiary,0,6248,1,0,,9,may,2,-1,0,,10:46:24,10:48:58,0
1015,54,entrepreneur,married,tertiary,0,651,1,1,cellular,22,jul,2,-1,0,,16:03:24,16:05:25,0
1016,32,student,single,tertiary,0,64,0,0,cellular,30,jun,4,105,5,failure,14:59:16,15:09:14,1
1017,32,self-employed,married,tertiary,0,312,1,0,,9,may,2,-1,0,,15:02:20,15:06:42,0
1018,30,admin.,single,secondary,0,270,0,0,cellular,30,apr,1,80,1,success,14:55:20,15:02:37,1
1019,25,student,single,,0,722,0,0,telephone,21,apr,2,-1,0,,15:14:38,15:25:01,1
1020,59,self-employed,married,tertiary,0,185,0,0,cellular,4,feb,1,-1,0,,11:27:57,11:32:40,0
1021,32,management,divorced,tertiary,0,530,1,0,cellular,29,jan,1,127,3,failure,14:40:29,14:42:40,0
1022,58,self-employed,married,secondary,0,372,0,0,,17,jun,2,-1,0,,10:48:54,10:54:09,0
1023,31,student,single,tertiary,0,64,0,0,cellular,2,jun,2,-1,0,,10:15:22,10:19:43,1
1024,34,admin.,married,tertiary,0,882,0,0,cellular,13,aug,1,113,5,success,16:05:54,16:08:09,0
1025,36,services,single,secondary,0,948,0,1,cellular,29,jan,2,-1,0,,09:28:28,09:30:00,0
1026,42,blue-collar,married,primary,0,1673,1,0,cellular,17,apr,3,-1,0,,15:03:49,15:14:25,1
1027,52,management,married,tertiary,0,25,0,1,cellular,15,jul,3,-1,0,,11:41:27,11:44:17,0
1028,39,blue-collar,single,primary,0,1522,0,0,,17,jun,4,-1,0,,12:13:18,12:16:02,0
1029,58,unemployed,married,secondary,0,1625,0,0,cellular,5,feb,2,-1,0,,15:06:40,15:11:26,1
1030,36,blue-collar,single,primary,0,49,1,0,,8,may,1,-1,0,,12:16:51,12:23:36,0
1031,37,management,married,tertiary,0,2987,1,0,cellular,15,feb,1,91,9,failure,12:11:15,12:12:48,1
1032,25,entrepreneur,single,tertiary,0,347,0,0,cellular,20,aug,1,-1,0,,12:25:07,12:29:34,1
1033,49,services,married,secondary,0,884,1,0,telephone,8,jul,3,-1,0,,09:18:29,09:21:50,0
1034,35,management,single,tertiary,0,1750,1,0,cellular,21,apr,3,-1,0,,14:07:49,14:13:22,1
1035,36,blue-collar,married,primary,0,2040,1,0,cellular,13,may,2,-1,0,,16:03:31,16:05:36,0
1036,39,blue-collar,married,secondary,0,261,0,0,cellular,4,may,4,-1,0,,11:42:46,11:56:47,1
1037,37,management,divorced,tertiary,0,488,1,0,cellular,17,sep,1,854,2,failure,10:43:12,10:48:40,1
1038,30,self-employed,married,tertiary,0,5,1,1,cellular,9,jul,2,-1,0,,09:34:08,09:35:47,0
1039,28,admin.,single,tertiary,0,373,1,0,cellular,4,feb,1,-1,0,,15:28:24,15:30:30,0
1040,34,admin.,single,tertiary,0,625,0,1,,31,aug,1,-1,0,,11:36:43,11:37:17,1
1041,34,admin.,single,secondary,0,151,1,0,cellular,12,may,1,370,1,other,17:55:55,18:05:45,1
1042,43,management,married,tertiary,0,149,1,0,,23,jun,2,-1,0,,17:15:59,17:27:01,1
1043,42,admin.,divorced,secondary,0,2129,0,0,cellular,13,aug,1,182,2,other,15:29:46,15:40:19,1
1044,39,technician,single,secondary,0,556,1,0,,29,may,1,-1,0,,15:54:02,15:59:24,0
1045,30,services,married,secondary,0,1222,1,0,cellular,14,may,1,-1,0,,15:16:49,15:24:13,0
1046,31,technician,married,secondary,0,367,0,0,cellular,28,aug,17,-1,0,,10:32:20,10:33:39,0
1047,25,student,single,secondary,0,358,0,0,cellular,16,nov,1,-1,0,,14:32:00,14:37:30,1
1048,46,services,divorced,secondary,0,1263,1,0,telephone,21,nov,2,-1,0,,14:35:34,14:39:14,0
1049,32,blue-collar,married,primary,0,0,1,0,cellular,11,may,3,-1,0,,15:46:58,15:49:08,0
1050,55,housemaid,divorced,primary,0,976,0,0,cellular,28,jun,1,94,3,other,12:39:58,12:45:43,1
1051,57,management,divorced,tertiary,0,461,1,0,,21,may,10,-1,0,,12:30:17,12:32:39,0
1052,29,admin.,single,secondary,0,464,0,0,cellular,9,nov,2,91,3,success,14:56:40,15:00:08,1
1053,25,technician,single,secondary,0,1135,1,0,,12,may,3,-1,0,,16:11:48,16:18:24,0
1054,31,admin.,married,secondary,0,457,1,0,cellular,21,nov,1,171,5,failure,14:28:33,14:33:16,0
1055,33,blue-collar,married,secondary,0,1221,1,0,cellular,7,may,6,-1,0,,13:56:42,13:58:49,0
